,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:07,14.468266666666667,[17.96806665],[322.851419],16426.033333333333,[22149.16799263],[4.90585643e+08],16425.61,[22149.29879833],[4.90591437e+08],10.333333333333334,[9.58586923],[91.88888889],1711.9333333333334,[1928.4385209],[3718875.12888889],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:08,17.94877272727273,[29.01148561],[841.66629727],20098.0,[21994.58507637],[4.83761773e+08],20098.0,[21994.58507637],[4.83761773e+08],11.409090909090908,[8.60844771],[74.1053719],1798.5681818181818,[1680.94474786],[2825575.24535124],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:09,7.121454545454545,[7.56697727],[57.25914504],23297.39393939394,[24975.24416714],[6.23762821e+08],20443.88787878788,[24660.14967825],[6.08122982e+08],10.151515151515152,[9.60467441],[92.24977043],1368.4242424242425,[1451.47331691],[2106774.78971534],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:10,28.9524,[41.3120621],[1706.68647484],19902.125,[23557.30955159],[5.54946833e+08],19877.307500000003,[23572.38365647],[5.55657271e+08],11.275,[7.68761179],[59.099375],2189.275,[1959.36157954],[3839097.799375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:11,15.42421052631579,[26.02125101],[677.10550438],21728.947368421053,[23190.38842409],[5.37794115e+08],21728.947368421053,[23190.38842409],[5.37794115e+08],15.894736842105264,[8.05830553],[64.93628809],2302.842105263158,[1264.63673849],[1599306.08033241],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:12,8.5941875,[11.09688356],[123.14082478],18589.3125,[22213.07259734],[4.93420594e+08],17475.103125,[22127.70575372],[4.89635362e+08],9.78125,[8.31314612],[69.10839844],1558.8125,[1712.02214934],[2931019.83984375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:13,20.43920754716981,[48.33543264],[2336.31404809],33176.52830188679,[25397.38376595],[6.45027102e+08],33176.52830188679,[25397.38376595],[6.45027102e+08],5.962264150943396,[1.39354664],[1.94197223],520.5566037735849,[173.41264345],[30071.94490922],normal
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:14,7.608076923076923,[8.47539906],[71.83238915],20997.615384615383,[23466.79310803],[5.50690379e+08],20979.946153846155,[23478.63744384],[5.51246416e+08],10.576923076923077,[10.71366158],[114.78254438],1559.2307692307693,[1559.89204034],[2433263.17751479],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:15,15.118857142857141,[24.92581884],[621.2964446],20889.761904761905,[23278.16414768],[5.41872926e+08],20889.761904761905,[23278.16414768],[5.41872926e+08],14.214285714285714,[7.85140483],[61.64455782],2236.285714285714,[1359.76258932],[1848954.29931973],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:00,16.54957142857143,[26.91177209],[724.2434771],16961.928571428572,[19730.74701527],[3.89302378e+08],16961.928571428572,[19730.74701527],[3.89302378e+08],7.714285714285714,[5.94532916],[35.34693878],1684.2857142857142,[2052.12880508],[4211232.63265306],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:01,6.838111111111111,[6.1907684],[38.32561332],24554.416666666668,[24786.83780577],[6.14387328e+08],24554.416666666668,[24786.83780577],[6.14387328e+08],11.88888888888889,[8.39900053],[70.54320988],1711.8055555555557,[1268.00295345],[1607831.48996914],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:02,18.902833333333334,[28.82848724],[831.08167636],19589.805555555555,[22665.20611571],[5.13711568e+08],19589.869444444445,[22665.1447003],[5.13708784e+08],14.805555555555555,[7.91559447],[62.6566358],2286.527777777778,[1363.79043857],[1859924.36033951],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:03,10.834,[6.09267335],[37.12066857],15346.785714285714,[19750.06319223],[3.90064996e+08],15346.092857142856,[19750.36319407],[3.90076846e+08],15.142857142857142,[8.50090031],[72.26530612],2465.0714285714284,[1335.90822312],[1784650.78061225],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:04,15.50372727272727,[33.80722178],[1142.92824474],17890.272727272728,[20679.87766621],[4.2765734e+08],17890.272727272728,[20679.87766621],[4.2765734e+08],8.045454545454545,[8.28732478],[68.67975207],1305.4545454545455,[1708.46370987],[2918848.24793388],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:05,34.207,[47.34603474],[2241.647006],19623.535714285714,[22285.86053257],[4.9665958e+08],19623.535714285714,[22285.86053257],[4.9665958e+08],13.428571428571429,[8.51649061],[72.53061224],2093.8214285714284,[1833.5512197],[3361910.0752551],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:06,11.980619047619049,[25.46018716],[648.22113014],19661.619047619046,[23217.60115265],[5.39057003e+08],19654.959523809524,[23221.68601546],[5.39246701e+08],11.238095238095237,[8.43126134],[71.0861678],1899.5238095238096,[1771.68761675],[3138877.01133787],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:07,14.468266666666667,[17.96806665],[322.851419],16426.033333333333,[22149.16799263],[4.90585643e+08],16425.61,[22149.29879833],[4.90591437e+08],10.333333333333334,[9.58586923],[91.88888889],1711.9333333333334,[1928.4385209],[3718875.12888889],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:08,17.94877272727273,[29.01148561],[841.66629727],20098.0,[21994.58507637],[4.83761773e+08],20098.0,[21994.58507637],[4.83761773e+08],11.409090909090908,[8.60844771],[74.1053719],1798.5681818181818,[1680.94474786],[2825575.24535124],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:09,7.121454545454545,[7.56697727],[57.25914504],23297.39393939394,[24975.24416714],[6.23762821e+08],20443.88787878788,[24660.14967825],[6.08122982e+08],10.151515151515152,[9.60467441],[92.24977043],1368.4242424242425,[1451.47331691],[2106774.78971534],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:10,28.9524,[41.3120621],[1706.68647484],19902.125,[23557.30955159],[5.54946833e+08],19877.307500000003,[23572.38365647],[5.55657271e+08],11.275,[7.68761179],[59.099375],2189.275,[1959.36157954],[3839097.799375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:11,15.42421052631579,[26.02125101],[677.10550438],21728.947368421053,[23190.38842409],[5.37794115e+08],21728.947368421053,[23190.38842409],[5.37794115e+08],15.894736842105264,[8.05830553],[64.93628809],2302.842105263158,[1264.63673849],[1599306.08033241],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:12,8.5941875,[11.09688356],[123.14082478],18589.3125,[22213.07259734],[4.93420594e+08],17475.103125,[22127.70575372],[4.89635362e+08],9.78125,[8.31314612],[69.10839844],1558.8125,[1712.02214934],[2931019.83984375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:13,20.43920754716981,[48.33543264],[2336.31404809],33176.52830188679,[25397.38376595],[6.45027102e+08],33176.52830188679,[25397.38376595],[6.45027102e+08],5.962264150943396,[1.39354664],[1.94197223],520.5566037735849,[173.41264345],[30071.94490922],normal
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:14,7.608076923076923,[8.47539906],[71.83238915],20997.615384615383,[23466.79310803],[5.50690379e+08],20979.946153846155,[23478.63744384],[5.51246416e+08],10.576923076923077,[10.71366158],[114.78254438],1559.2307692307693,[1559.89204034],[2433263.17751479],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:15,15.118857142857141,[24.92581884],[621.2964446],20889.761904761905,[23278.16414768],[5.41872926e+08],20889.761904761905,[23278.16414768],[5.41872926e+08],14.214285714285714,[7.85140483],[61.64455782],2236.285714285714,[1359.76258932],[1848954.29931973],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:00,16.54957142857143,[26.91177209],[724.2434771],16961.928571428572,[19730.74701527],[3.89302378e+08],16961.928571428572,[19730.74701527],[3.89302378e+08],7.714285714285714,[5.94532916],[35.34693878],1684.2857142857142,[2052.12880508],[4211232.63265306],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:01,6.838111111111111,[6.1907684],[38.32561332],24554.416666666668,[24786.83780577],[6.14387328e+08],24554.416666666668,[24786.83780577],[6.14387328e+08],11.88888888888889,[8.39900053],[70.54320988],1711.8055555555557,[1268.00295345],[1607831.48996914],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:02,18.902833333333334,[28.82848724],[831.08167636],19589.805555555555,[22665.20611571],[5.13711568e+08],19589.869444444445,[22665.1447003],[5.13708784e+08],14.805555555555555,[7.91559447],[62.6566358],2286.527777777778,[1363.79043857],[1859924.36033951],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:03,10.834,[6.09267335],[37.12066857],15346.785714285714,[19750.06319223],[3.90064996e+08],15346.092857142856,[19750.36319407],[3.90076846e+08],15.142857142857142,[8.50090031],[72.26530612],2465.0714285714284,[1335.90822312],[1784650.78061225],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:04,15.50372727272727,[33.80722178],[1142.92824474],17890.272727272728,[20679.87766621],[4.2765734e+08],17890.272727272728,[20679.87766621],[4.2765734e+08],8.045454545454545,[8.28732478],[68.67975207],1305.4545454545455,[1708.46370987],[2918848.24793388],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:05,34.207,[47.34603474],[2241.647006],19623.535714285714,[22285.86053257],[4.9665958e+08],19623.535714285714,[22285.86053257],[4.9665958e+08],13.428571428571429,[8.51649061],[72.53061224],2093.8214285714284,[1833.5512197],[3361910.0752551],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:06,11.980619047619049,[25.46018716],[648.22113014],19661.619047619046,[23217.60115265],[5.39057003e+08],19654.959523809524,[23221.68601546],[5.39246701e+08],11.238095238095237,[8.43126134],[71.0861678],1899.5238095238096,[1771.68761675],[3138877.01133787],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:07,14.468266666666667,[17.96806665],[322.851419],16426.033333333333,[22149.16799263],[4.90585643e+08],16425.61,[22149.29879833],[4.90591437e+08],10.333333333333334,[9.58586923],[91.88888889],1711.9333333333334,[1928.4385209],[3718875.12888889],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:00,16.54957142857143,"Duration    26.911772
dtype: float64","Duration    724.243477
dtype: float64",16961.928571428572,"Src Pt    19730.747015
dtype: float64","Src Pt    3.893024e+08
dtype: float64",16961.928571428572,[19730.74701527],[3.89302378e+08],7.714285714285714,[5.94532916],[35.34693878],1684.2857142857142,[2052.12880508],[4211232.63265306],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:01,6.838111111111111,"Duration    6.190768
dtype: float64","Duration    38.325613
dtype: float64",24554.416666666668,"Src Pt    24786.837806
dtype: float64","Src Pt    6.143873e+08
dtype: float64",24554.416666666668,[24786.83780577],[6.14387328e+08],11.88888888888889,[8.39900053],[70.54320988],1711.8055555555557,[1268.00295345],[1607831.48996914],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:02,18.902833333333334,"Duration    28.828487
dtype: float64","Duration    831.081676
dtype: float64",19589.805555555555,"Src Pt    22665.206116
dtype: float64","Src Pt    5.137116e+08
dtype: float64",19589.869444444445,[22665.1447003],[5.13708784e+08],14.805555555555555,[7.91559447],[62.6566358],2286.527777777778,[1363.79043857],[1859924.36033951],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:03,10.834,"Duration    6.092673
dtype: float64","Duration    37.120669
dtype: float64",15346.785714285714,"Src Pt    19750.063192
dtype: float64","Src Pt    3.900650e+08
dtype: float64",15346.092857142856,[19750.36319407],[3.90076846e+08],15.142857142857142,[8.50090031],[72.26530612],2465.0714285714284,[1335.90822312],[1784650.78061225],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:04,15.50372727272727,"Duration    33.807222
dtype: float64","Duration    1142.928245
dtype: float64",17890.272727272728,"Src Pt    20679.877666
dtype: float64","Src Pt    4.276573e+08
dtype: float64",17890.272727272728,[20679.87766621],[4.2765734e+08],8.045454545454545,[8.28732478],[68.67975207],1305.4545454545455,[1708.46370987],[2918848.24793388],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:05,34.207,"Duration    47.346035
dtype: float64","Duration    2241.647006
dtype: float64",19623.535714285714,"Src Pt    22285.860533
dtype: float64","Src Pt    4.966596e+08
dtype: float64",19623.535714285714,[22285.86053257],[4.9665958e+08],13.428571428571429,[8.51649061],[72.53061224],2093.8214285714284,[1833.5512197],[3361910.0752551],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:06,11.980619047619049,"Duration    25.460187
dtype: float64","Duration    648.22113
dtype: float64",19661.619047619046,"Src Pt    23217.601153
dtype: float64","Src Pt    5.390570e+08
dtype: float64",19654.959523809524,[23221.68601546],[5.39246701e+08],11.238095238095237,[8.43126134],[71.0861678],1899.5238095238096,[1771.68761675],[3138877.01133787],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:07,14.468266666666667,"Duration    17.968067
dtype: float64","Duration    322.851419
dtype: float64",16426.033333333333,"Src Pt    22149.167993
dtype: float64","Src Pt    4.905856e+08
dtype: float64",16425.61,[22149.29879833],[4.90591437e+08],10.333333333333334,[9.58586923],[91.88888889],1711.9333333333334,[1928.4385209],[3718875.12888889],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:08,17.94877272727273,"Duration    29.011486
dtype: float64","Duration    841.666297
dtype: float64",20098.0,"Src Pt    21994.585076
dtype: float64","Src Pt    4.837618e+08
dtype: float64",20098.0,[21994.58507637],[4.83761773e+08],11.409090909090908,[8.60844771],[74.1053719],1798.5681818181818,[1680.94474786],[2825575.24535124],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:09,7.121454545454545,"Duration    7.566977
dtype: float64","Duration    57.259145
dtype: float64",23297.39393939394,"Src Pt    24975.244167
dtype: float64","Src Pt    6.237628e+08
dtype: float64",20443.88787878788,[24660.14967825],[6.08122982e+08],10.151515151515152,[9.60467441],[92.24977043],1368.4242424242425,[1451.47331691],[2106774.78971534],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:10,28.9524,"Duration    41.312062
dtype: float64","Duration    1706.686475
dtype: float64",19902.125,"Src Pt    23557.309552
dtype: float64","Src Pt    5.549468e+08
dtype: float64",19877.307500000003,[23572.38365647],[5.55657271e+08],11.275,[7.68761179],[59.099375],2189.275,[1959.36157954],[3839097.799375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:11,15.42421052631579,"Duration    26.021251
dtype: float64","Duration    677.105504
dtype: float64",21728.947368421053,"Src Pt    23190.388424
dtype: float64","Src Pt    5.377941e+08
dtype: float64",21728.947368421053,[23190.38842409],[5.37794115e+08],15.894736842105264,[8.05830553],[64.93628809],2302.842105263158,[1264.63673849],[1599306.08033241],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:12,8.5941875,"Duration    11.096884
dtype: float64","Duration    123.140825
dtype: float64",18589.3125,"Src Pt    22213.072597
dtype: float64","Src Pt    4.934206e+08
dtype: float64",17475.103125,[22127.70575372],[4.89635362e+08],9.78125,[8.31314612],[69.10839844],1558.8125,[1712.02214934],[2931019.83984375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:13,20.43920754716981,"Duration    48.335433
dtype: float64","Duration    2336.314048
dtype: float64",33176.52830188679,"Src Pt    25397.383766
dtype: float64","Src Pt    6.450271e+08
dtype: float64",33176.52830188679,[25397.38376595],[6.45027102e+08],5.962264150943396,[1.39354664],[1.94197223],520.5566037735849,[173.41264345],[30071.94490922],normal
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:14,7.608076923076923,"Duration    8.475399
dtype: float64","Duration    71.832389
dtype: float64",20997.615384615383,"Src Pt    23466.793108
dtype: float64","Src Pt    5.506904e+08
dtype: float64",20979.946153846155,[23478.63744384],[5.51246416e+08],10.576923076923077,[10.71366158],[114.78254438],1559.2307692307693,[1559.89204034],[2433263.17751479],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:15,15.118857142857141,"Duration    24.925819
dtype: float64","Duration    621.296445
dtype: float64",20889.761904761905,"Src Pt    23278.164148
dtype: float64","Src Pt    5.418729e+08
dtype: float64",20889.761904761905,[23278.16414768],[5.41872926e+08],14.214285714285714,[7.85140483],[61.64455782],2236.285714285714,[1359.76258932],[1848954.29931973],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:16,20.729499999999998,"Duration    36.626665
dtype: float64","Duration    1341.512583
dtype: float64",15301.916666666666,"Src Pt    19621.805302
dtype: float64","Src Pt    3.850152e+08
dtype: float64",15301.845833333333,[19621.80680191],[3.85015302e+08],12.25,[9.64040974],[92.9375],1642.875,[1431.16110532],[2048222.109375],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:17,14.4508125,"Duration    30.480125
dtype: float64","Duration    929.038003
dtype: float64",20278.125,"Src Pt    23880.717323
dtype: float64","Src Pt    5.702887e+08
dtype: float64",20278.375,[23880.50507704],[5.70278523e+08],7.90625,[6.80697884],[46.33496094],1589.96875,[1898.43976209],[3604073.53027344],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:18,5.412083333333334,"Duration    5.694149
dtype: float64","Duration    32.423332
dtype: float64",16133.083333333334,"Src Pt    21736.850398
dtype: float64","Src Pt    4.724907e+08
dtype: float64",15489.262499999999,[21956.66282972],[4.82095043e+08],9.75,[7.90701166],[62.52083333],1491.6666666666667,[1316.40715797],[1732927.80555556],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:19,14.288214285714284,"Duration    29.933754
dtype: float64","Duration    896.029629
dtype: float64",18404.0,"Src Pt    21623.86763
dtype: float64","Src Pt    4.675917e+08
dtype: float64",18234.914285714283,[21710.49690207],[4.71345676e+08],11.25,[9.4098163],[88.54464286],1935.892857142857,[1999.04924436],[3996197.88137755],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:20,14.160153846153841,"Duration    22.391135
dtype: float64","Duration    501.362945
dtype: float64",21770.923076923078,"Src Pt    23497.34618
dtype: float64","Src Pt    5.521253e+08
dtype: float64",21028.275,[23503.26474505],[5.52403454e+08],14.153846153846153,[9.00509389],[81.09171598],2242.5576923076924,[1667.87897796],[2781820.28513314],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:21,40.33688235294117,"Duration    48.047219
dtype: float64","Duration    2308.535276
dtype: float64",22674.20588235294,"Src Pt    25002.535668
dtype: float64","Src Pt    6.251268e+08
dtype: float64",22674.20588235294,[25002.53566762],[6.2512679e+08],13.764705882352942,[7.98549723],[63.76816609],2516.3823529411766,[2243.17570336],[5031837.23615917],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:22,10.901294117647058,"Duration    6.362801
dtype: float64","Duration    40.485234
dtype: float64",19350.676470588234,"Src Pt    22704.249629
dtype: float64","Src Pt    5.154830e+08
dtype: float64",19350.676470588234,[22704.24962906],[5.15482951e+08],17.58823529411765,[7.97096808],[63.53633218],2544.735294117647,[1149.30342865],[1320898.37110727],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:23,20.161999999999995,"Duration    34.977904
dtype: float64","Duration    1223.453746
dtype: float64",19436.55,"Src Pt    23493.464484
dtype: float64","Src Pt    5.519429e+08
dtype: float64",19436.95,[23493.13361916],[5.51927327e+08],9.35,[9.39294948],[88.2275],1567.65,[2090.5139386],[4370248.5275],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:24,15.089285714285712,"Duration    25.642264
dtype: float64","Duration    657.525704
dtype: float64",22138.35714285714,"Src Pt    25286.711302
dtype: float64","Src Pt    6.394178e+08
dtype: float64",22138.35714285714,[25286.71130194],[6.39417768e+08],13.785714285714286,[7.75068573],[60.07312925],2135.595238095238,[1397.32700709],[1952522.76473923],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:25,21.759,"Duration    43.195007
dtype: float64","Duration    1865.808611
dtype: float64",13750.807692307691,"Src Pt    16829.105399
dtype: float64","Src Pt    2.832188e+08
dtype: float64",13747.242307692308,[16830.89746472],[2.83279109e+08],7.8076923076923075,[7.51930454],[56.53994083],1375.1538461538462,[1857.06339091],[3448684.43786982],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:26,12.112857142857143,"Duration    11.432649
dtype: float64","Duration    130.705456
dtype: float64",21040.928571428572,"Src Pt    22600.658965
dtype: float64","Src Pt    5.107898e+08
dtype: float64",21040.928571428572,[22600.65896468],[5.10789786e+08],16.0,[6.45865975],[41.71428571],2662.785714285714,[1478.55842817],[2186135.0255102],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:27,19.5938,"Duration    32.579839
dtype: float64","Duration    1061.445886
dtype: float64",16992.2,"Src Pt    21995.828344
dtype: float64","Src Pt    4.838165e+08
dtype: float64",14841.515,[21429.6181697],[4.59228535e+08],8.7,[6.89274981],[47.51],1650.7,[1850.52255052],[3424433.71],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:28,9.141625,"Duration    8.784117
dtype: float64","Duration    77.160713
dtype: float64",15264.0,"Src Pt    22236.037292
dtype: float64","Src Pt    4.944414e+08
dtype: float64",15264.25,[22235.86572128],[4.94433724e+08],11.9375,[9.97790528],[99.55859375],1781.34375,[1537.6054356],[2364230.47558594],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:29,15.45176923076923,"Duration    18.115868
dtype: float64","Duration    328.184689
dtype: float64",19691.03846153846,"Src Pt    23764.503907
dtype: float64","Src Pt    5.647516e+08
dtype: float64",19691.03846153846,[23764.5039073],[5.64751646e+08],14.538461538461538,[8.13459265],[66.17159763],2422.269230769231,[1934.28926637],[3741474.96597633],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:00,16.54957142857143,"<bound method Series.keys of Duration    26.911772
dtype: float64>","<bound method Series.keys of Duration    724.243477
dtype: float64>",16961.928571428572,"Src Pt    19730.747015
dtype: float64","Src Pt    3.893024e+08
dtype: float64",16961.928571428572,[19730.74701527],[3.89302378e+08],7.714285714285714,[5.94532916],[35.34693878],1684.2857142857142,[2052.12880508],[4211232.63265306],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:01,6.838111111111111,"<bound method Series.keys of Duration    6.190768
dtype: float64>","<bound method Series.keys of Duration    38.325613
dtype: float64>",24554.416666666668,"Src Pt    24786.837806
dtype: float64","Src Pt    6.143873e+08
dtype: float64",24554.416666666668,[24786.83780577],[6.14387328e+08],11.88888888888889,[8.39900053],[70.54320988],1711.8055555555557,[1268.00295345],[1607831.48996914],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:02,18.902833333333334,"<bound method Series.keys of Duration    28.828487
dtype: float64>","<bound method Series.keys of Duration    831.081676
dtype: float64>",19589.805555555555,"Src Pt    22665.206116
dtype: float64","Src Pt    5.137116e+08
dtype: float64",19589.869444444445,[22665.1447003],[5.13708784e+08],14.805555555555555,[7.91559447],[62.6566358],2286.527777777778,[1363.79043857],[1859924.36033951],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:03,10.834,"<bound method Series.keys of Duration    6.092673
dtype: float64>","<bound method Series.keys of Duration    37.120669
dtype: float64>",15346.785714285714,"Src Pt    19750.063192
dtype: float64","Src Pt    3.900650e+08
dtype: float64",15346.092857142856,[19750.36319407],[3.90076846e+08],15.142857142857142,[8.50090031],[72.26530612],2465.0714285714284,[1335.90822312],[1784650.78061225],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0:00:04,15.50372727272727,"<bound method Series.keys of Duration    33.807222
dtype: float64>","<bound method Series.keys of Duration    1142.928245
dtype: float64>",17890.272727272728,"Src Pt    20679.877666
dtype: float64","Src Pt    4.276573e+08
dtype: float64",17890.272727272728,[20679.87766621],[4.2765734e+08],8.045454545454545,[8.28732478],[68.67975207],1305.4545454545455,[1708.46370987],[2918848.24793388],suspicious
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
